"01 Legislatura","REALE Eugenio"
"01 Legislatura","REALE Vito"
"01 Legislatura","RESTAGNO Pier Carlo"
"01 Legislatura","RICCI Federico"
"01 Legislatura","RICCI Mose'"
"01 Legislatura","RICCIO Mario"
"01 Legislatura","RISTORI Pietro"
"01 Legislatura","RIZZO Domenico"
"01 Legislatura","RIZZO Giambattista"
"01 Legislatura","ROCCO Luigi"
"01 Legislatura","ROLFI Federico"
"01 Legislatura","ROMANO Antonio"
"01 Legislatura","ROMANO Domenico"
"01 Legislatura","ROMITA Giuseppe"
"01 Legislatura","RONCO Nino"
"01 Legislatura","ROSATI Mariano"
"01 Legislatura","ROSSI Giuseppe"
"01 Legislatura","ROVEDA Giovanni"
"01 Legislatura","RUBILLI Alfonso"
"01 Legislatura","RUBINACCI Leopoldo"
"01 Legislatura","RUGGERI Luigi"
"01 Legislatura","RUINI Meuccio"
"01 Legislatura","RUSSO Luigi"
"01 Legislatura","SACCO Italo Mario"
"01 Legislatura","SAGGIORO Romolo"
"01 Legislatura","SALOMONE Rocco"
"01 Legislatura","SALUSTRI (TRILUSSA) Carlo Alberto"
"01 Legislatura","SALVAGIANI Rodolfo"
"01 Legislatura","SALVI Emilio"
"01 Legislatura","SAMEK LODOVICI Emanuele"
"01 Legislatura","SANMARTINO Salvatore"
"01 Legislatura","SANNA RANDACCIO Raffaele"
"01 Legislatura","SANTERO Natale"
"01 Legislatura","SANTONASTASO Giuseppe"
"01 Legislatura","SAPORI Armando"
"01 Legislatura","SARTORI Giovanni"
"01 Legislatura","SCHIAVONE Domenico"
"01 Legislatura","SCOCCIMARRO Mauro"
"01 Legislatura","SECCHIA Pietro"
"01 Legislatura","SERENI Emilio"
"01 Legislatura","SESSA Cesare"
"01 Legislatura","SFORZA Carlo"
"01 Legislatura","SILVESTRINI Luigi"
"01 Legislatura","SINFORIANI Italo"
"01 Legislatura","SPALLICCI Aldo"
"01 Legislatura","SPALLINO Lorenzo"
"01 Legislatura","SPANO Velio"
"01 Legislatura","SPEZZANO Francesco"
"01 Legislatura","STURZO Luigi"
"01 Legislatura","TAFURI Giovan Bernardino"
"01 Legislatura","TALARICO Alberigo Oreste"
"01 Legislatura","TAMBARIN Antonio"
"01 Legislatura","TAMBURRANO Luigi"
"01 Legislatura","TARTUFOLI Amor"
"01 Legislatura","TERMINI Francesco"
"01 Legislatura","TERRACINI Umberto"
"01 Legislatura","TESSITORI Tiziano"
"01 Legislatura","TIGNINO Rocco Salvatore"
"01 Legislatura","TISSI Attilio"
"01 Legislatura","TOMASI DELLA TORRETTA Pietro"
"01 Legislatura","TOME' Zefferino"
"01 Legislatura","TOMMASINI Raffaele"
"01 Legislatura","TONELLO Tommaso"
"01 Legislatura","TORELLI Pietro"
"01 Legislatura","TOSATTI Quinto"
"01 Legislatura","TOSCANINI Arturo"
"01 Legislatura","TOSELLI Antonio"
"01 Legislatura","TRAINA Giuseppe"
"01 Legislatura","TRIPEPI Domenico"
"01 Legislatura","TROIANO Ernesto"
"01 Legislatura","TUPINI Umberto"
"01 Legislatura","TURCO Alessandro"
"01 Legislatura","UBERTI Giovanni"
"01 Legislatura","VACCARO Nicola"
"01 Legislatura","VALMARANA Giustino"
"01 Legislatura","VANONI Ezio"
"01 Legislatura","VARALDO Franco"
"01 Legislatura","VARRIALE Giuseppe"
"01 Legislatura","VENDITTI Mario"
"01 Legislatura","VERONI Dante"
"01 Legislatura","VIGIANI Maurizio"
"01 Legislatura","VISCHIA Carlo"
"01 Legislatura","VOCCOLI Odoardo"
"01 Legislatura","ZANARDI Francesco"
"01 Legislatura","ZANE Francesco"
"01 Legislatura","ZANNERINI Emilio"
"01 Legislatura","ZANOTTI BIANCO Umberto"
"01 Legislatura","ZANUCCOLI Arnaldo"
"01 Legislatura","ZELIOLI LANZINI Ennio"
"01 Legislatura","ZERBOGLIO Adolfo"
"01 Legislatura","ZIINO Vinicio"
"01 Legislatura","ZOLI Adone"
"01 Legislatura","ZOTTA Mario"
"01 Legislatura","ZUGARO DE MATTEIS Giuseppe"
"02 Legislatura","AGOSTINO Rocco Vincenzo"
"02 Legislatura","ALBERGANTI Giuseppe"
"02 Legislatura","ALBERTI Giuseppe"
"02 Legislatura","AMADEO Ezio"
"02 Legislatura","AMIGONI Pietro"
"02 Legislatura","ANGELILLI Ugo"
"02 Legislatura","ANGELINI Cesare"
"02 Legislatura","ANGELINI Nicola"
"02 Legislatura","ANGRISANI Luigi"
"02 Legislatura","ARCUDI Domenico"
"02 Legislatura","ARTIACO Alfonso"
"02 Legislatura","ASARO Filippo"
"02 Legislatura","AZARA Antonio"
"02 Legislatura","BANFI Antonio"
"02 Legislatura","BARACCO Leopoldo"
"02 Legislatura","BARBARESCHI Gaetano"
"02 Legislatura","BARBARO Michele"
"02 Legislatura","BARDELLINI Giuseppe"
"02 Legislatura","BATTAGLIA Edoardo"
"02 Legislatura","BATTISTA Emilio"
"02 Legislatura","BELLORA Pietro"
"02 Legislatura","BENEDETTI Luigi"
"02 Legislatura","BERTONE Giovanni Battista"
"02 Legislatura","BISORI Guido"
"02 Legislatura","BITOSSI Renato"
"02 Legislatura","BO Giorgio"
"02 Legislatura","BOCCASSI Carlo"
"02 Legislatura","BOGGIANO PICO Antonio"
"02 Legislatura","BOLOGNESI Severino"
"02 Legislatura","BORRELLI Antonio"
"02 Legislatura","BOSCO Giacinto"
"02 Legislatura","BOSI Ilio"
"02 Legislatura","BOSIA Giuseppe"
"02 Legislatura","BRACCESI Giorgio"
"02 Legislatura","BRAITENBERG Carlo"
"02 Legislatura","BRASCHI Giovanni"
"02 Legislatura","BRUNA Settimio"
"02 Legislatura","BUGLIONE Pasquale"
"02 Legislatura","BUIZZA Angelo"
"02 Legislatura","BUSONI Jaures"
"02 Legislatura","BUSSI Antonio"
"02 Legislatura","CADORNA Raffaele"
"02 Legislatura","CALAUTI Francesco"
"02 Legislatura","CALDERA Carlo"
"02 Legislatura","CANEVARI Emilio"
"02 Legislatura","CANONICA Pietro"
"02 Legislatura","CAPORALI Raffaele"
"02 Legislatura","CAPPELLINI Egisto"
"02 Legislatura","CARBONI Enrico"
"02 Legislatura","CARELLI Mario"
"02 Legislatura","CARISTIA Carmelo"
"02 Legislatura","CARMAGNOLA Luigi"
"02 Legislatura","CARON Giuseppe"
"02 Legislatura","CARON Luigi Carlo"
"02 Legislatura","CEMMI Angelo"
"02 Legislatura","CENINI Pietro"
"02 Legislatura","CERABONA Francesco"
"02 Legislatura","CERICA Angelo"
"02 Legislatura","CERMIGNANI Armando"
"02 Legislatura","CERULLI IRELLI Giuseppe"
"02 Legislatura","CERUTTI Arduino"
"02 Legislatura","CESCHI Stanislao"
"02 Legislatura","CIANCA Alberto"
"02 Legislatura","CIASCA Raffaele"
"02 Legislatura","CINGOLANI Mario"
"02 Legislatura","CLEMENTE Pasquale"
"02 Legislatura","COLOMBI Arturo Raffaello"
"02 Legislatura","CONDORELLI Orazio"
"02 Legislatura","CORBELLINI Guido"
"02 Legislatura","CORNAGGIA MEDICI Giovanni Maria"
"02 Legislatura","CORSINI Giuseppe"
"02 Legislatura","CORTI Carlo"
"02 Legislatura","CRISCUOLI Gabriele"
"02 Legislatura","CROLLALANZA Araldo"
"02 Legislatura","CUSENZA Gaspare"
"02 Legislatura","DARDANELLI Giuseppe"
"02 Legislatura","DE BACCI Fulvio"
"02 Legislatura","DE BACCI Fulvio"
"02 Legislatura","DE BOSIO Francesco"
"02 Legislatura","DE GIOVINE Alfonso"
"02 Legislatura","DE LUCA Angelo"
"02 Legislatura","DE LUCA Carlo"
"02 Legislatura","DE LUCA Luca"
